record_id,date_id,plant_id,machine_id,shift_id,product_id,planned_qty,produced_qty,defective_qty,downtime_minutes,energy_consumed_kwh,failure_event,machine_wear_index
3201,20250927,P04,M027,S3,PR05,350.0,326.2,3,5.8,41.07,False,0.0765
3202,20250927,P04,M028,S1,PR03,196.8,181.4,3,13.3,50.63,False,0.044
3203,20250927,P04,M028,S2,PR02,191.7,187.7,3,5.1,52.82,False,0.044
3204,20250927,P04,M028,S3,PR02,202.0,198.5,4,20.4,44.67,False,0.044
3205,20250927,P04,M029,S1,PR02,412.6,399.1,3,3.9,41.85,False,0.0659
3206,20250927,P04,M029,S2,PR01,372.4,355.8,8,2.8,44.21,False,0.0659
3207,20250927,P04,M029,S3,PR05,420.9,388.6,4,5.3,47.0,False,0.0659
3208,20250927,P04,M030,S1,PR04,294.3,273.3,4,37.1,46.87,False,0.0318
3209,20250927,P04,M030,S2,PR02,287.4,269.7,2,18.7,56.73,False,0.0318
3210,20250927,P04,M030,S3,PR02,263.8,268.9,3,3.4,59.6,False,0.0318
3211,20250927,P04,M031,S1,PR04,449.8,431.1,7,6.8,33.87,False,0.0916
3212,20250927,P04,M031,S2,PR01,429.4,413.4,8,7.6,34.25,False,0.0916
3213,20250927,P04,M031,S3,PR03,434.0,434.3,5,7.3,33.78,False,0.0916
3214,20250927,P04,M032,S1,PR05,201.7,186.2,2,5.6,79.71,False,0.1238
3215,20250927,P04,M032,S2,PR01,175.9,175.3,2,11.1,74.99,False,0.1238
3216,20250927,P04,M032,S3,PR04,197.9,170.0,2,47.5,72.94,False,0.1238
3217,20250927,P05,M033,S1,PR02,418.7,400.1,8,6.7,37.62,False,0.0531
3218,20250927,P05,M033,S2,PR02,417.6,371.2,3,19.3,33.45,False,0.0531
3219,20250927,P05,M033,S3,PR03,455.3,457.8,9,5.1,35.6,False,0.0531
3220,20250927,P05,M034,S1,PR02,577.7,525.7,9,11.2,26.36,False,0.0845
3221,20250927,P05,M034,S2,PR05,599.9,585.8,13,5.0,24.89,False,0.0845
3222,20250927,P05,M034,S3,PR02,640.7,599.9,12,10.4,24.98,False,0.0845
3223,20250927,P05,M035,S1,PR04,377.0,340.6,5,12.2,42.49,False,0.0321
3224,20250927,P05,M035,S2,PR04,382.8,357.9,7,3.4,43.36,False,0.0321
3225,20250927,P05,M035,S3,PR02,356.1,346.8,7,18.3,44.32,False,0.0321
3226,20250927,P05,M036,S1,PR05,195.1,170.5,1,32.9,46.97,False,0.0404
3227,20250927,P05,M036,S2,PR03,186.1,169.0,1,19.6,49.81,False,0.0404
3228,20250927,P05,M036,S3,PR05,206.7,193.1,2,10.6,48.3,False,0.0404
3229,20250927,P05,M037,S1,PR02,407.3,382.6,7,15.8,36.98,False,0.1584
3230,20250927,P05,M037,S2,PR01,437.3,393.2,5,48.8,37.6,False,0.1584
3231,20250927,P05,M037,S3,PR01,398.2,379.8,7,9.2,39.9,False,0.1584
3232,20250927,P05,M038,S1,PR05,279.2,263.7,5,1.2,62.57,False,0.0372
3233,20250927,P05,M038,S2,PR01,293.3,273.5,3,14.0,55.04,False,0.0372
3234,20250927,P05,M038,S3,PR03,265.7,250.9,5,1.6,56.22,False,0.0372
3235,20250927,P05,M039,S1,PR03,438.5,441.9,9,3.0,28.69,False,0.0672
3236,20250927,P05,M039,S2,PR05,468.5,404.2,3,33.7,29.79,False,0.0672
3237,20250927,P05,M039,S3,PR05,445.7,390.1,4,43.3,27.77,False,0.0672
3238,20250927,P05,M040,S1,PR02,168.1,154.7,3,17.2,72.74,False,0.0336
3239,20250927,P05,M040,S2,PR03,169.9,158.9,2,41.2,75.17,False,0.0336
3240,20250927,P05,M040,S3,PR05,164.4,148.7,3,17.5,80.42,False,0.0336
3241,20250928,P01,M001,S1,PR05,432.6,413.9,8,11.6,33.87,False,0.0807
3242,20250928,P01,M001,S2,PR03,409.4,360.8,4,26.2,36.31,False,0.0807
3243,20250928,P01,M001,S3,PR02,471.2,471.0,7,3.2,37.16,False,0.0807
3244,20250928,P01,M002,S1,PR04,652.0,587.9,13,15.9,25.52,False,0.112
3245,20250928,P01,M002,S2,PR01,754.7,743.3,11,7.7,25.87,False,0.112
3246,20250928,P01,M002,S3,PR04,735.4,672.2,13,24.3,25.05,False,0.112
3247,20250928,P01,M003,S1,PR02,339.4,299.0,6,27.2,44.32,False,0.1278
3248,20250928,P01,M003,S2,PR04,381.6,339.3,7,25.7,46.62,False,0.1278
3249,20250928,P01,M003,S3,PR01,386.0,382.6,5,10.2,50.86,False,0.1278
3250,20250928,P01,M004,S1,PR01,189.1,183.3,3,17.3,45.19,False,0.0352
3251,20250928,P01,M004,S2,PR01,206.3,194.0,4,13.1,53.03,False,0.0352
3252,20250928,P01,M004,S3,PR04,204.0,201.2,2,4.9,54.45,False,0.0352
3253,20250928,P01,M005,S1,PR03,425.5,415.6,10,1.8,40.62,False,0.0939
3254,20250928,P01,M005,S2,PR05,439.2,420.6,10,7.4,43.36,False,0.0939
3255,20250928,P01,M005,S3,PR02,472.4,460.0,5,0.9,39.61,False,0.0939
3256,20250928,P01,M006,S1,PR02,310.7,309.2,2,5.6,65.21,False,0.0263
3257,20250928,P01,M006,S2,PR03,325.8,309.5,4,7.3,64.76,False,0.0263
3258,20250928,P01,M006,S3,PR05,325.0,310.5,3,7.0,64.14,False,0.0263
3259,20250928,P01,M007,S1,PR03,521.4,477.7,9,8.1,26.33,False,0.0318
3260,20250928,P01,M007,S2,PR05,505.3,475.9,9,5.6,27.38,False,0.0318
3261,20250928,P01,M007,S3,PR03,482.6,476.7,8,12.6,30.91,False,0.0318
3262,20250928,P01,M008,S1,PR02,187.9,109.4,2,182.0,46.72,True,0.0439
3263,20250928,P01,M008,S2,PR03,190.2,189.3,3,3.0,69.48,False,0.02
3264,20250928,P01,M008,S3,PR05,190.5,182.3,1,5.0,76.93,False,0.02
3265,20250928,P02,M009,S1,PR05,422.9,426.5,7,3.5,40.61,False,0.0857
3266,20250928,P02,M009,S2,PR02,446.2,433.8,7,3.5,39.63,False,0.0857
3267,20250928,P02,M009,S3,PR03,412.3,389.1,4,12.6,34.67,False,0.0857
3268,20250928,P02,M010,S1,PR05,696.2,662.7,14,4.0,31.99,False,0.2774
3269,20250928,P02,M010,S2,PR02,770.4,678.3,15,37.7,28.78,False,0.2774
3270,20250928,P02,M010,S3,PR04,726.3,624.8,15,39.8,25.53,False,0.2774
3271,20250928,P02,M011,S1,PR05,343.7,325.4,7,23.1,40.86,False,0.078
3272,20250928,P02,M011,S2,PR04,316.6,307.3,6,21.1,44.74,False,0.078
3273,20250928,P02,M011,S3,PR05,354.1,339.4,7,9.6,42.57,False,0.078
3274,20250928,P02,M012,S1,PR01,207.6,206.5,3,10.2,51.16,False,0.0306
3275,20250928,P02,M012,S2,PR03,208.0,207.0,2,0.3,50.62,False,0.0306
3276,20250928,P02,M012,S3,PR02,211.6,196.1,2,22.2,52.52,False,0.0306
3277,20250928,P02,M013,S1,PR04,497.2,473.9,10,14.8,38.15,False,0.1414
3278,20250928,P02,M013,S2,PR05,455.5,433.9,10,5.3,43.86,False,0.1414
3279,20250928,P02,M013,S3,PR02,428.4,387.3,8,19.2,41.22,False,0.1414
3280,20250928,P02,M014,S1,PR05,277.9,264.9,5,12.6,56.3,False,0.0385
3281,20250928,P02,M014,S2,PR01,280.9,253.2,5,25.3,57.93,False,0.0385
3282,20250928,P02,M014,S3,PR03,284.3,277.9,5,17.3,58.68,False,0.0385
3283,20250928,P02,M015,S1,PR05,400.0,363.1,5,35.7,30.62,False,0.0395
3284,20250928,P02,M015,S2,PR02,447.4,428.2,8,10.7,30.11,False,0.0395
3285,20250928,P02,M015,S3,PR02,393.7,326.9,2,53.4,28.49,False,0.0395
3286,20250928,P02,M016,S1,PR04,178.3,167.9,4,40.7,71.65,False,0.1559
3287,20250928,P02,M016,S2,PR04,172.0,167.2,4,22.0,72.4,False,0.1559
3288,20250928,P02,M016,S3,PR05,173.4,165.4,3,3.0,82.77,False,0.1559
3289,20250928,P03,M017,S1,PR05,464.3,462.6,9,1.8,37.43,False,0.0638
3290,20250928,P03,M017,S2,PR04,451.9,438.1,5,12.4,36.63,False,0.0638
3291,20250928,P03,M017,S3,PR04,476.0,242.7,4,234.3,17.32,True,0.0638
3292,20250928,P03,M018,S1,PR03,619.7,591.3,9,26.7,28.53,False,0.0976
3293,20250928,P03,M018,S2,PR03,673.9,601.0,12,40.8,28.83,False,0.0976
3294,20250928,P03,M018,S3,PR01,676.3,659.9,8,8.7,26.68,False,0.0976
3295,20250928,P03,M019,S1,PR03,312.2,273.4,3,25.1,41.11,False,0.037
3296,20250928,P03,M019,S2,PR02,318.5,323.9,5,1.9,41.22,False,0.037
3297,20250928,P03,M019,S3,PR01,297.8,271.0,2,13.1,46.78,False,0.037
3298,20250928,P03,M020,S1,PR02,248.9,243.7,3,7.1,51.52,False,0.0683
3299,20250928,P03,M020,S2,PR05,244.6,218.5,2,14.7,48.8,False,0.0683
3300,20250928,P03,M020,S3,PR04,240.9,236.7,2,10.8,43.64,False,0.0683
3301,20250928,P03,M021,S1,PR04,325.6,313.4,4,11.6,46.18,False,0.0491
3302,20250928,P03,M021,S2,PR04,365.1,322.1,3,33.6,43.25,False,0.0491
3303,20250928,P03,M021,S3,PR01,329.3,309.6,4,2.3,45.56,False,0.0491
3304,20250928,P03,M022,S1,PR01,307.9,295.2,6,4.6,65.96,False,0.0579
3305,20250928,P03,M022,S2,PR04,293.4,275.3,3,9.7,68.69,False,0.0579
3306,20250928,P03,M022,S3,PR02,327.4,330.7,7,7.3,62.07,False,0.0579
3307,20250928,P03,M023,S1,PR03,461.2,416.7,8,13.0,29.64,False,0.0573
3308,20250928,P03,M023,S2,PR03,482.0,477.2,6,8.0,30.08,False,0.0573
3309,20250928,P03,M023,S3,PR05,493.8,457.1,9,12.8,31.63,False,0.0573
3310,20250928,P03,M024,S1,PR02,168.9,160.6,2,3.1,69.46,False,0.1187
3311,20250928,P03,M024,S2,PR05,172.0,172.6,2,2.9,63.6,False,0.1187
3312,20250928,P03,M024,S3,PR01,161.1,156.2,2,15.7,69.8,False,0.1187
3313,20250928,P04,M025,S1,PR04,460.8,420.5,8,4.0,36.2,False,0.039
3314,20250928,P04,M025,S2,PR05,407.1,379.7,6,13.5,33.05,False,0.039
3315,20250928,P04,M025,S3,PR02,473.5,435.2,8,15.9,34.6,False,0.039
3316,20250928,P04,M026,S1,PR05,756.3,674.2,5,56.1,24.95,False,0.0453
3317,20250928,P04,M026,S2,PR03,737.9,679.0,6,3.7,29.48,False,0.0453
3318,20250928,P04,M026,S3,PR05,729.8,681.7,14,6.3,29.09,False,0.0453
3319,20250928,P04,M027,S1,PR05,346.4,315.3,6,14.6,45.4,False,0.0779
3320,20250928,P04,M027,S2,PR01,326.0,298.9,4,15.8,43.57,False,0.0779
3321,20250928,P04,M027,S3,PR03,324.1,292.5,4,15.8,43.11,False,0.0779
3322,20250928,P04,M028,S1,PR03,190.4,171.7,2,14.6,49.97,False,0.0471
3323,20250928,P04,M028,S2,PR02,200.1,197.2,2,18.6,44.25,False,0.0471
3324,20250928,P04,M028,S3,PR03,206.3,110.1,1,211.3,27.99,True,0.0471
3325,20250928,P04,M029,S1,PR02,364.7,345.8,3,7.8,41.14,False,0.0705
3326,20250928,P04,M029,S2,PR05,395.0,395.6,7,2.4,41.81,False,0.0705
3327,20250928,P04,M029,S3,PR04,423.6,420.5,3,0.5,40.08,False,0.0705
3328,20250928,P04,M030,S1,PR02,253.8,231.5,2,25.5,51.93,False,0.0343
3329,20250928,P04,M030,S2,PR01,286.9,290.2,3,7.4,53.17,False,0.0343
3330,20250928,P04,M030,S3,PR03,269.2,247.6,2,4.5,52.19,False,0.0343
3331,20250928,P04,M031,S1,PR02,466.7,439.4,7,19.5,33.65,False,0.0938
3332,20250928,P04,M031,S2,PR01,466.2,390.4,7,51.1,30.36,False,0.0938
3333,20250928,P04,M031,S3,PR05,452.2,423.4,4,11.1,30.64,False,0.0938
3334,20250928,P04,M032,S1,PR03,196.1,177.7,4,27.5,73.34,False,0.1262
3335,20250928,P04,M032,S2,PR03,183.6,185.0,4,6.1,81.25,False,0.1262
3336,20250928,P04,M032,S3,PR05,173.2,165.0,2,10.6,71.81,False,0.1262
3337,20250928,P05,M033,S1,PR04,452.4,441.1,10,4.1,38.6,False,0.0544
3338,20250928,P05,M033,S2,PR05,412.0,370.4,6,21.9,37.84,False,0.0544
3339,20250928,P05,M033,S3,PR05,436.5,425.3,7,4.7,32.51,False,0.0544
3340,20250928,P05,M034,S1,PR02,645.5,568.6,6,26.8,24.39,False,0.0902
3341,20250928,P05,M034,S2,PR05,616.8,562.2,7,16.4,23.7,False,0.0902
3342,20250928,P05,M034,S3,PR02,624.6,554.7,9,32.4,25.2,False,0.0902
3343,20250928,P05,M035,S1,PR01,328.8,315.5,6,12.5,47.89,False,0.0345
3344,20250928,P05,M035,S2,PR02,362.0,346.9,4,16.3,43.89,False,0.0345
3345,20250928,P05,M035,S3,PR02,326.4,332.8,5,4.6,43.57,False,0.0345
3346,20250928,P05,M036,S1,PR02,210.4,189.8,2,10.9,46.66,False,0.0448
3347,20250928,P05,M036,S2,PR02,212.5,208.5,3,16.3,48.19,False,0.0448
3348,20250928,P05,M036,S3,PR01,197.5,198.1,3,7.8,52.52,False,0.0448
3349,20250928,P05,M037,S1,PR01,432.6,382.6,5,27.4,37.66,False,0.1598
3350,20250928,P05,M037,S2,PR01,430.4,381.1,7,24.4,40.96,False,0.1598
3351,20250928,P05,M037,S3,PR05,418.4,414.4,7,1.4,45.14,False,0.1598
3352,20250928,P05,M038,S1,PR05,300.9,275.3,4,13.7,58.37,False,0.0427
3353,20250928,P05,M038,S2,PR05,285.4,261.4,5,9.4,56.13,False,0.0427
3354,20250928,P05,M038,S3,PR02,274.0,258.1,4,9.4,59.7,False,0.0427
3355,20250928,P05,M039,S1,PR02,476.0,454.1,5,25.4,30.07,False,0.0702
3356,20250928,P05,M039,S2,PR01,450.2,452.0,8,1.8,31.49,False,0.0702
3357,20250928,P05,M039,S3,PR01,452.1,432.5,9,23.1,28.43,False,0.0702
3358,20250928,P05,M040,S1,PR01,159.1,155.5,1,20.3,82.27,False,0.0352
3359,20250928,P05,M040,S2,PR01,170.0,156.1,1,20.2,72.8,False,0.0352
3360,20250928,P05,M040,S3,PR01,167.4,162.6,3,7.0,79.32,False,0.0352
3361,20250929,P01,M001,S1,PR05,434.5,432.2,6,13.1,33.61,False,0.0865
3362,20250929,P01,M001,S2,PR01,409.7,380.3,7,20.7,32.94,False,0.0865
3363,20250929,P01,M001,S3,PR02,430.1,426.8,8,3.2,35.41,False,0.0865
3364,20250929,P01,M002,S1,PR04,742.2,736.1,15,3.7,24.54,False,0.1143
3365,20250929,P01,M002,S2,PR04,697.4,579.5,13,59.3,20.92,False,0.1143
3366,20250929,P01,M002,S3,PR03,732.6,638.7,8,28.0,22.13,False,0.1143
3367,20250929,P01,M003,S1,PR01,333.0,315.5,8,7.3,50.5,False,0.1314
3368,20250929,P01,M003,S2,PR04,387.4,368.4,5,11.1,49.35,False,0.1314
3369,20250929,P01,M003,S3,PR05,372.4,327.9,4,25.1,44.1,False,0.1314
3370,20250929,P01,M004,S1,PR01,189.8,178.1,2,24.6,50.03,False,0.0395
3371,20250929,P01,M004,S2,PR03,209.8,187.7,2,16.5,50.97,False,0.0395
3372,20250929,P01,M004,S3,PR05,194.5,193.9,2,10.5,52.74,False,0.0395
3373,20250929,P01,M005,S1,PR01,441.1,435.3,5,5.0,40.28,False,0.0984
3374,20250929,P01,M005,S2,PR05,488.6,459.5,8,1.2,44.84,False,0.0984
3375,20250929,P01,M005,S3,PR04,444.6,415.7,9,15.0,41.03,False,0.0984
3376,20250929,P01,M006,S1,PR02,320.7,303.0,5,5.2,61.96,False,0.0287
3377,20250929,P01,M006,S2,PR01,328.8,318.9,3,8.5,54.71,False,0.0287
3378,20250929,P01,M006,S3,PR04,308.5,270.9,3,25.6,62.52,False,0.0287
3379,20250929,P01,M007,S1,PR02,506.6,444.1,7,38.7,25.4,False,0.0354
3380,20250929,P01,M007,S2,PR03,487.8,443.0,6,18.7,26.01,False,0.0354
3381,20250929,P01,M007,S3,PR03,492.2,462.2,8,3.8,28.85,False,0.0354
3382,20250929,P01,M008,S1,PR03,211.1,204.3,2,4.1,74.79,False,0.0229
3383,20250929,P01,M008,S2,PR01,194.5,181.0,2,12.9,71.69,False,0.0229
3384,20250929,P01,M008,S3,PR04,193.4,182.1,2,1.2,75.56,False,0.0229
3385,20250929,P02,M009,S1,PR05,420.0,386.4,6,20.8,38.28,False,0.0877
3386,20250929,P02,M009,S2,PR04,393.5,374.4,6,8.4,37.7,False,0.0877
3387,20250929,P02,M009,S3,PR05,395.6,365.2,6,33.5,34.89,False,0.0877
3388,20250929,P02,M010,S1,PR04,760.5,677.2,17,18.8,26.83,False,0.2788
3389,20250929,P02,M010,S2,PR05,798.5,733.2,19,47.0,26.69,False,0.2788
3390,20250929,P02,M010,S3,PR02,784.8,806.2,19,1.1,28.69,False,0.2788
3391,20250929,P02,M011,S1,PR05,333.9,338.1,7,5.3,41.7,False,0.0821
3392,20250929,P02,M011,S2,PR05,333.8,330.4,6,4.1,42.54,False,0.0821
3393,20250929,P02,M011,S3,PR05,355.9,336.1,7,35.9,40.76,False,0.0821
3394,20250929,P02,M012,S1,PR02,187.8,188.1,3,3.1,49.46,False,0.0324
3395,20250929,P02,M012,S2,PR03,205.7,197.8,3,4.0,55.78,False,0.0324
3396,20250929,P02,M012,S3,PR05,211.0,186.8,3,20.4,53.18,False,0.0324
3397,20250929,P02,M013,S1,PR04,459.5,385.5,9,54.1,37.16,False,0.1474
3398,20250929,P02,M013,S2,PR01,493.7,451.9,12,27.1,36.04,False,0.1474
3399,20250929,P02,M013,S3,PR02,449.3,399.3,10,20.7,38.36,False,0.1474
3400,20250929,P02,M014,S1,PR04,306.5,277.6,3,44.5,55.75,False,0.0424
3401,20250929,P02,M014,S2,PR03,263.4,247.3,5,2.9,59.18,False,0.0424
3402,20250929,P02,M014,S3,PR05,304.5,279.1,3,9.4,56.67,False,0.0424
3403,20250929,P02,M015,S1,PR04,448.6,419.4,8,7.5,32.91,False,0.0428
3404,20250929,P02,M015,S2,PR03,420.9,385.7,7,23.5,28.94,False,0.0428
3405,20250929,P02,M015,S3,PR04,429.8,358.9,8,52.4,26.43,False,0.0428
3406,20250929,P02,M016,S1,PR05,170.0,162.9,4,21.4,72.83,False,0.1613
3407,20250929,P02,M016,S2,PR01,178.2,162.3,3,38.2,72.75,False,0.1613
3408,20250929,P02,M016,S3,PR05,159.4,151.5,2,12.3,69.22,False,0.1613
3409,20250929,P03,M017,S1,PR04,461.1,428.1,7,19.7,31.34,False,0.0233
3410,20250929,P03,M017,S2,PR02,483.9,479.4,3,2.3,32.58,False,0.0233
3411,20250929,P03,M017,S3,PR01,519.7,491.6,9,35.8,30.95,False,0.0233
3412,20250929,P03,M018,S1,PR02,621.0,591.0,11,20.1,27.96,False,0.1006
3413,20250929,P03,M018,S2,PR02,582.5,550.4,11,35.9,28.75,False,0.1006
3414,20250929,P03,M018,S3,PR04,624.0,624.3,11,9.2,28.69,False,0.1006
3415,20250929,P03,M019,S1,PR03,327.0,311.9,2,7.7,42.82,False,0.0387
3416,20250929,P03,M019,S2,PR03,347.0,287.5,6,49.0,41.74,False,0.0387
3417,20250929,P03,M019,S3,PR03,332.6,275.3,4,58.9,38.79,False,0.0387
3418,20250929,P03,M020,S1,PR01,246.1,222.1,5,12.3,46.08,False,0.0696
3419,20250929,P03,M020,S2,PR03,231.4,224.6,4,4.3,45.66,False,0.0696
3420,20250929,P03,M020,S3,PR04,230.2,204.2,2,35.0,42.58,False,0.0696
3421,20250929,P03,M021,S1,PR01,341.8,321.0,3,9.2,45.19,False,0.0531
3422,20250929,P03,M021,S2,PR02,334.4,320.2,4,24.6,39.42,False,0.0531
3423,20250929,P03,M021,S3,PR05,359.9,315.5,7,29.8,42.09,False,0.0531
3424,20250929,P03,M022,S1,PR04,308.8,294.3,3,18.6,67.39,False,0.0597
3425,20250929,P03,M022,S2,PR03,299.0,295.8,3,16.7,64.54,False,0.0597
3426,20250929,P03,M022,S3,PR03,315.8,285.5,3,21.0,56.85,False,0.0597
3427,20250929,P03,M023,S1,PR03,453.4,413.4,8,9.6,29.51,False,0.0585
3428,20250929,P03,M023,S2,PR02,439.7,415.8,5,24.9,29.39,False,0.0585
3429,20250929,P03,M023,S3,PR02,449.3,410.5,5,20.6,32.04,False,0.0585
3430,20250929,P03,M024,S1,PR04,160.2,154.4,4,7.1,67.11,False,0.1246
3431,20250929,P03,M024,S2,PR03,164.3,160.7,3,4.7,73.53,False,0.1246
3432,20250929,P03,M024,S3,PR04,166.6,154.7,3,25.6,62.81,False,0.1246
3433,20250929,P04,M025,S1,PR05,465.6,464.8,6,14.6,32.47,False,0.0421
3434,20250929,P04,M025,S2,PR04,473.2,440.9,6,7.8,36.21,False,0.0421
3435,20250929,P04,M025,S3,PR04,455.2,451.8,5,14.6,31.32,False,0.0421
3436,20250929,P04,M026,S1,PR05,675.8,675.0,13,3.1,27.11,False,0.0464
3437,20250929,P04,M026,S2,PR02,715.0,718.6,12,11.4,29.52,False,0.0464
3438,20250929,P04,M026,S3,PR01,681.8,674.0,7,12.9,27.88,False,0.0464
3439,20250929,P04,M027,S1,PR04,340.0,321.0,7,30.8,41.41,False,0.0808
3440,20250929,P04,M027,S2,PR04,358.1,349.2,7,22.6,39.41,False,0.0808
3441,20250929,P04,M027,S3,PR03,354.2,338.7,5,24.8,46.84,False,0.0808
3442,20250929,P04,M028,S1,PR03,200.9,190.7,2,5.3,53.38,False,0.0231
3443,20250929,P04,M028,S2,PR04,194.0,181.6,2,14.7,44.82,False,0.0231
3444,20250929,P04,M028,S3,PR02,200.5,189.7,2,1.0,54.23,False,0.0231
3445,20250929,P04,M029,S1,PR02,370.9,345.6,8,13.2,43.6,False,0.0753
3446,20250929,P04,M029,S2,PR05,415.7,417.5,8,2.3,44.68,False,0.0753
3447,20250929,P04,M029,S3,PR05,401.4,354.4,4,19.5,39.55,False,0.0753
3448,20250929,P04,M030,S1,PR03,288.1,280.8,3,18.4,56.05,False,0.037
3449,20250929,P04,M030,S2,PR02,278.9,257.4,3,8.5,54.88,False,0.037
3450,20250929,P04,M030,S3,PR03,294.2,262.8,5,26.0,56.06,False,0.037
3451,20250929,P04,M031,S1,PR02,465.8,442.5,8,11.3,33.52,False,0.0954
3452,20250929,P04,M031,S2,PR03,466.8,442.2,6,22.0,32.58,False,0.0954
3453,20250929,P04,M031,S3,PR05,436.9,284.1,5,155.2,25.05,True,0.0954
3454,20250929,P04,M032,S1,PR04,181.8,171.4,4,21.3,77.9,False,0.1275
3455,20250929,P04,M032,S2,PR02,186.1,172.2,2,17.1,79.83,False,0.1275
3456,20250929,P04,M032,S3,PR02,189.3,180.2,4,32.3,70.11,False,0.1275
3457,20250929,P05,M033,S1,PR02,434.2,410.6,6,16.4,32.19,False,0.0597
3458,20250929,P05,M033,S2,PR04,449.4,421.9,5,2.7,35.33,False,0.0597
3459,20250929,P05,M033,S3,PR03,458.0,429.4,6,23.6,34.5,False,0.0597
3460,20250929,P05,M034,S1,PR01,580.4,576.0,8,13.7,22.32,False,0.0934
3461,20250929,P05,M034,S2,PR02,565.9,523.4,6,2.1,24.35,False,0.0934
3462,20250929,P05,M034,S3,PR02,587.4,566.0,10,11.5,22.97,False,0.0934
3463,20250929,P05,M035,S1,PR03,335.5,338.2,4,3.2,42.57,False,0.0385
3464,20250929,P05,M035,S2,PR02,347.4,333.4,6,8.6,47.47,False,0.0385
3465,20250929,P05,M035,S3,PR04,356.0,341.6,2,12.4,43.54,False,0.0385
3466,20250929,P05,M036,S1,PR01,212.2,188.8,2,29.0,48.3,False,0.0496
3467,20250929,P05,M036,S2,PR05,204.5,197.3,2,18.4,46.07,False,0.0496
3468,20250929,P05,M036,S3,PR04,191.6,168.0,2,31.8,43.52,False,0.0496
3469,20250929,P05,M037,S1,PR01,444.4,427.4,7,1.4,44.34,False,0.1653
3470,20250929,P05,M037,S2,PR03,415.6,378.7,6,10.5,38.83,False,0.1653
3471,20250929,P05,M037,S3,PR02,458.7,422.2,6,3.4,38.68,False,0.1653
3472,20250929,P05,M038,S1,PR02,270.7,263.1,4,12.5,58.23,False,0.0454
3473,20250929,P05,M038,S2,PR03,294.5,280.8,5,9.2,62.19,False,0.0454
3474,20250929,P05,M038,S3,PR03,307.7,302.8,4,8.1,60.85,False,0.0454
3475,20250929,P05,M039,S1,PR04,493.4,466.3,5,3.7,28.34,False,0.0714
3476,20250929,P05,M039,S2,PR02,489.1,478.7,9,17.1,28.31,False,0.0714
3477,20250929,P05,M039,S3,PR02,474.8,465.5,6,7.8,31.86,False,0.0714
3478,20250929,P05,M040,S1,PR04,151.9,145.4,1,8.7,72.3,False,0.0405
3479,20250929,P05,M040,S2,PR01,155.9,148.8,3,10.3,76.39,False,0.0405
3480,20250929,P05,M040,S3,PR03,165.6,160.4,2,6.8,83.74,False,0.0405
3481,20250930,P01,M001,S1,PR01,404.0,371.4,8,18.2,36.5,False,0.0898
3482,20250930,P01,M001,S2,PR01,469.9,436.3,7,3.6,36.02,False,0.0898
3483,20250930,P01,M001,S3,PR03,406.8,400.1,8,3.0,37.16,False,0.0898
3484,20250930,P01,M002,S1,PR02,706.6,658.9,14,7.8,25.73,False,0.12
3485,20250930,P01,M002,S2,PR02,696.3,662.8,15,2.3,27.54,False,0.12
3486,20250930,P01,M002,S3,PR03,707.8,652.7,7,9.6,24.8,False,0.12
3487,20250930,P01,M003,S1,PR03,356.1,346.4,5,3.0,46.72,False,0.134
3488,20250930,P01,M003,S2,PR03,333.6,330.3,6,9.4,46.29,False,0.134
3489,20250930,P01,M003,S3,PR05,334.0,306.7,6,15.8,49.72,False,0.134
3490,20250930,P01,M004,S1,PR05,205.9,180.6,2,37.0,45.71,False,0.0413
3491,20250930,P01,M004,S2,PR05,185.7,170.0,3,5.6,50.14,False,0.0413
3492,20250930,P01,M004,S3,PR03,199.4,168.7,4,59.4,40.46,False,0.0413
3493,20250930,P01,M005,S1,PR02,436.9,382.9,5,27.8,43.5,False,0.1015
3494,20250930,P01,M005,S2,PR05,491.5,471.2,6,3.5,39.02,False,0.1015
3495,20250930,P01,M005,S3,PR03,449.3,303.3,6,154.5,27.12,True,0.1015
3496,20250930,P01,M006,S1,PR05,320.0,300.0,5,33.2,59.41,False,0.0311
3497,20250930,P01,M006,S2,PR02,331.0,302.1,3,11.9,64.39,False,0.0311
3498,20250930,P01,M006,S3,PR03,325.3,283.2,3,27.4,56.04,False,0.0311
3499,20250930,P01,M007,S1,PR01,526.3,436.7,6,49.5,25.44,False,0.0409
3500,20250930,P01,M007,S2,PR05,478.9,467.7,7,12.8,27.38,False,0.0409
3501,20250930,P01,M007,S3,PR02,503.2,508.5,5,4.9,28.73,False,0.0409
3502,20250930,P01,M008,S1,PR02,219.2,198.7,3,21.1,77.05,False,0.0224
3503,20250930,P01,M008,S2,PR05,218.5,199.8,3,17.7,69.48,False,0.0224
3504,20250930,P01,M008,S3,PR04,213.0,199.4,4,6.5,68.36,False,0.0224
3505,20250930,P02,M009,S1,PR04,457.5,427.8,5,6.6,35.06,False,0.0898
3506,20250930,P02,M009,S2,PR04,401.8,348.7,3,30.9,33.53,False,0.0898
3507,20250930,P02,M009,S3,PR01,454.1,444.1,8,10.3,36.7,False,0.0898
3508,20250930,P02,M010,S1,PR03,800.0,694.3,13,39.3,27.21,False,0.2832
3509,20250930,P02,M010,S2,PR01,727.6,713.0,12,22.0,26.68,False,0.2832
